"voxel_id","lon","lat","PC1","PC2","PC3","bin_PC1","bin_PC2","bin_PC3"
"7_5_8",4.85223,45.76912,2.458396129044,0.500498055109688,0.506900087208804,7,5,8
"7_5_8",4.81597,45.76705,2.12831659719183,0.382180140877122,0.530632067192839,7,5,8
"7_5_8",4.82688,45.56216,2.09053584975491,0.380517347027631,0.431983253149149,7,5,8
"7_5_8",4.72406,46.29343,0.680450143322926,0.108384866809194,0.666140533646931,7,5,8
"7_5_8",4.75146,45.76094,2.12831659719183,0.382180140877122,0.530632067192839,7,5,8
"2_2_7",7.34139,46.25389,-7.73366506335794,-2.6404695726623,-0.348911035124217,2,2,7
"5_4_9",7.874773,47.974877,-2.10715779703995,-0.435945283367939,0.969409109228515,5,4,9
"5_4_9",7.208082,50.274899,-2.41116657535095,-0.456237593026928,0.922035266524241,5,4,9
"5_4_9",8.39295,47.05956,-2.38601214122956,-0.733915863514478,1.19874614250368,5,4,9
"5_4_9",12.041552,54.174989,-2.5934248820918,-0.521132296726674,1.27418684173733,5,4,9
"8_2_8",2.45086,42.76314,4.04437350145628,-2.63348872540642,0.589107842365179,8,2,8
"8_2_8",2.57355,42.67378,4.30883489982236,-2.92252492841006,0.461053185703304,8,2,8
"7_4_7",5.72591,45.589,0.81611049492947,-0.540285557057366,-0.750584838742449,7,4,7
"7_4_7",5.3702,46.27273,0.88164499999984,-0.438127143457511,-0.157123054500143,7,4,7
"8_5_9",2.43244,44.65265,2.8219793701035,-0.100640555968615,1.23212637976262,8,5,9
"8_5_9",3.1932,45.82447,2.50807612903576,0.59363024388481,1.33149803109274,8,5,9
"8_5_9",3.1672,45.76325,2.50807612903576,0.59363024388481,1.33149803109274,8,5,9
"8_5_9",0.2588413,42.018893,3.34025966174209,0.237505362165741,1.00681303698405,8,5,9
"8_5_9",2.05711,44.47003,3.44300502269208,-0.347276782958384,1.37164005083018,8,5,9
"6_1_8",7.05083,43.75502,-0.291130224400757,-3.70454796836818,0.00506456079740231,6,1,8
"6_1_8",7.03747,43.76922,-0.291130224400757,-3.70454796836818,0.00506456079740231,6,1,8
"5_4_8",8.46565,47.41875,-2.46648448400176,-0.372836971885601,0.835501714136574,5,4,8
"5_4_8",8.59717,47.37253,-2.78369060493935,-0.573563525265103,0.900568370717359,5,4,8
"5_4_8",8.53098,47.37317,-2.54314134584316,-0.471971563688003,0.871275930802374,5,4,8
"3_2_6",6.37806,45.23331,-6.59047855188263,-2.95161789900387,-1.64271599845065,3,2,6
"3_2_6",6.55384,46.83521,-5.36831838725986,-2.88191493458122,-1.30897209243451,3,2,6
"4_2_8",2.42262,42.55795,-3.56213479359947,-3.38859367830149,0.654155087650513,4,2,8
"4_2_8",2.45255,42.58333,-3.56213479359947,-3.38859367830149,0.654155087650513,4,2,8
"10_2_8",2.81695,42.76439,6.90204064711021,-2.94384676114442,0.458109173525496,10,2,8
"6_2_10",2.57551,42.4041,0.390925910700619,-2.61583810812886,2.10396279280921,6,2,10
"6_2_10",2.55747,42.38281,0.390925910700619,-2.61583810812886,2.10396279280921,6,2,10
"7_2_10",2.62598,42.44955,2.05690999399063,-2.55694463132777,2.2429370698717,7,2,10
"9_2_8",2.58802,42.64474,4.74224972860249,-3.02338360371723,0.751826409539273,9,2,8
"6_3_9",2.41417,42.71495,-0.0509142858487809,-2.18643312265789,1.73874522562005,6,3,9
"1_1_6",6.6257,45.60864,-9.09246346306841,-3.78708386740852,-1.62580430635828,1,1,6
"1_1_6",6.65626,45.58512,-9.09246346306841,-3.78708386740852,-1.62580430635828,1,1,6
