"SPEC","STATUS","Longitude","Latitude"
1,"PRESENCE",15.480337,44.316017
1,"PRESENCE",15.474596,44.305197
1,"PRESENCE",15.477379,44.316392
1,"PRESENCE",15.477402,44.323917
1,"PRESENCE",15.484433,44.315707
1,"PRESENCE",13.892516,44.812992
1,"PRESENCE",13.91101,44.779701
1,"PRESENCE",14.713016,45.166627
1,"PRESENCE",17.809246,43.621273
1,"PRESENCE",16.055675,43.840195
1,"PRESENCE",16.674164,43.706581
1,"PRESENCE",17.015521,43.327276
1,"PRESENCE",17.004229,43.324079
1,"PRESENCE",17.072001,43.272968
1,"PRESENCE",14.366398,44.906581
1,"PRESENCE",15.927388,43.814027
1,"PRESENCE",15.928307,43.813553
1,"PRESENCE",15.476852,44.336328
1,"PRESENCE",16.515634,43.540002
1,"PRESENCE",15.831488,44.251892
1,"PRESENCE",15.229016,46.236596
1,"PRESENCE",18.783319,42.434624
1,"PRESENCE",19.138493,42.341496
1,"PRESENCE",14.823877,45.147904
1,"PRESENCE",16.586626,43.267986
1,"PRESENCE",33.4796,44.5409
1,"PRESENCE",33.3932,44.5747
0,"ABSENCE",16.285235006974,45.4979588369455
0,"ABSENCE",12.8326828969451,46.3327026235392
0,"ABSENCE",12.0106534484062,43.1537876787933
0,"ABSENCE",15.0799325958459,46.8360886778284
0,"ABSENCE",18.1257414320152,46.9041625712406
0,"ABSENCE",16.4103383545331,41.2418819300791
0,"ABSENCE",22.0519509363125,43.1653174457751
0,"ABSENCE",16.009646907683,45.4279715295842
0,"ABSENCE",19.6702016871841,41.6566164268277
0,"ABSENCE",16.8779581114919,46.0668334969059
0,"ABSENCE",14.6498890471328,47.1772081153038
0,"ABSENCE",11.7281829816186,46.4088591010632
0,"ABSENCE",21.5924571085197,42.7468011796935
0,"ABSENCE",33.7318333891984,46.3787313980771
0,"ABSENCE",13.4760498956933,43.134605090577
0,"ABSENCE",13.0038199630817,47.3943908509459
0,"ABSENCE",15.0207223810223,47.6073539524651
0,"ABSENCE",12.0174577233263,46.6420841048977
0,"ABSENCE",18.494983316606,44.0654675772789
0,"ABSENCE",33.1356504284932,46.2952083230399
0,"ABSENCE",12.5602319520064,44.0644031943258
0,"ABSENCE",13.133157114657,46.1321123142438
0,"ABSENCE",11.8946392005053,44.6418028955677
0,"ABSENCE",12.3238485290085,44.1126466143228
0,"ABSENCE",20.7278500932543,41.1158443897637
0,"ABSENCE",13.5228603126617,47.9241710430158
0,"ABSENCE",18.606207562406,43.1059263186709
0,"ABSENCE",16.9208297237514,46.979740439657
0,"ABSENCE",34.5439304662438,45.846364270968
0,"ABSENCE",11.29940701738,45.852854044368
0,"ABSENCE",19.4572055047937,45.0385406529123
0,"ABSENCE",15.9605983393823,41.7961143440117
0,"ABSENCE",17.8312687004911,44.8804995840601
0,"ABSENCE",15.0029111509742,45.555274962732
0,"ABSENCE",18.0790247556748,42.7949934492329
0,"ABSENCE",10.9424992863606,44.7876413487
0,"ABSENCE",20.3172393570017,41.1073626782764
0,"ABSENCE",17.7582834499121,44.7384973034174
0,"ABSENCE",34.1849760710001,46.277821740057
0,"ABSENCE",21.3438491852253,42.7882214172813
0,"ABSENCE",10.7112061012993,44.1114203149218
0,"ABSENCE",19.848605621072,45.103066582272
0,"ABSENCE",19.4968118861988,45.1225552511129
0,"ABSENCE",34.8182353083953,46.1745813244957
0,"ABSENCE",13.5255919160381,42.5325987890719
0,"ABSENCE",17.827919611341,47.1046612158269
0,"ABSENCE",12.3426342333123,44.0836341495665
0,"ABSENCE",34.9995174623028,44.8428639216135
0,"ABSENCE",33.7260306757234,45.5734971355106
0,"ABSENCE",34.4521179637229,45.4969404740521
0,"ABSENCE",18.8727522139832,43.3237978244583
0,"ABSENCE",12.0369182137011,45.5260295027564
0,"ABSENCE",16.9975766046989,46.3158745103161
0,"ABSENCE",34.0229507305088,45.2146643364524
0,"ABSENCE",18.0540282948002,42.7265886658357
0,"ABSENCE",19.4112836547088,44.0448827459979
0,"ABSENCE",13.0002427557381,43.7629459210616
0,"ABSENCE",19.2569064455443,44.2816020200559
0,"ABSENCE",17.2831051671814,40.8480562065474
0,"ABSENCE",15.0210930915469,45.6801744841813
0,"ABSENCE",16.8992974756588,47.3448465248685
0,"ABSENCE",18.9019285567838,43.2737400653878
0,"ABSENCE",12.9766878046924,43.8505419092229
0,"ABSENCE",20.9845899883362,41.4565559473768
0,"ABSENCE",15.2258976328003,41.8070093791935
