"voxel_id","lon","lat","PC1","PC2","PC3","bin_PC1","bin_PC2","bin_PC3"
"5_8_5",34.698665,44.802331,-2.74671171397283,2.48233628243397,0.384271565265363,5,8,5
"5_8_5",4.84025,44.99902,-2.8010336958179,2.28114310934808,0.420401003472576,5,8,5
"5_8_5",-3.7512255,41.2988352,-1.64627715317983,3.17066750017132,-0.0504978185157876,5,8,5
"5_8_5",4.8422,44.94172,-2.8010336958179,2.28114310934808,0.420401003472576,5,8,5
"5_8_5",33.51709,44.605115,-2.10679247195796,2.50222208657042,0.182191944910477,5,8,5
"3_7_6",6.1744,46.24685,-5.18226079945956,0.770502326292023,0.987551839034287,3,7,6
"3_7_6",34.162004,44.518837,-5.95250036913429,0.704030485499546,1.0759851664407,3,7,6
"3_7_6",34.150659,44.520579,-5.95250036913429,0.704030485499546,1.0759851664407,3,7,6
"3_7_6",6.11068,46.20113,-5.12047651813853,0.682099466010152,0.953524645869002,3,7,6
"3_7_6",34.158272,44.534456,-5.95250036913429,0.704030485499546,1.0759851664407,3,7,6
"2_5_5",6.46071,44.50982,-6.62026105963471,-0.829263899030004,0.415580939462101,2,5,5
"2_5_5",6.6893,46.52132,-7.43253445707955,-1.03559317242103,0.372138862168923,2,5,5
"2_5_5",8.95216,45.88392,-6.20600440014539,-1.43971091861941,-0.202837291236198,2,5,5
"7_3_7",8.63693,42.12248,1.0488961934553,-3.31598843230806,1.33859376959205,7,3,7
"7_3_7",8.743458,42.564858,1.03499317286427,-3.20605262105136,1.50098423618336,7,3,7
"7_3_7",9.0486,41.50485,0.325501254861479,-4.41733843935405,1.21965830121373,7,3,7
"7_3_7",8.72696,42.5623,1.03499317286427,-3.20605262105136,1.50098423618336,7,3,7
"7_3_7",8.97141,41.622056,0.882858279620592,-4.06792661254979,1.15700984799258,7,3,7
"2_6_7",6.11177,46.15616,-6.36990483982027,-0.229951975422112,1.64320781153791,2,6,7
"5_6_10",19.12997,42.060106,-1.55885062248415,-0.28488282026379,3.83296475692218,5,6,10
"7_8_6",4.54915,43.65301,0.458576213299341,2.12047089885716,0.681555424843307,7,8,6
"7_8_6",4.2256,43.72452,0.275329195252294,2.0252941575202,0.842367105496607,7,8,6
"7_8_6",-1.78,42.26,0.14020593512364,2.13117372870809,0.703756641772784,7,8,6
"7_8_6",-1.9,42.26,0.13894674436282,2.15401306968143,0.484910043693653,7,8,6
"7_8_6",4.17111,43.72729,0.275329195252294,2.0252941575202,0.842367105496607,7,8,6
"4_4_7",-3.181241,42.6788716,-3.15533238608243,-1.91081358636366,1.64207421206191,4,4,7
"4_4_7",13.733211,45.577824,-3.37450178281166,-2.18489508200502,1.23002866314666,4,4,7
"4_4_7",13.656872,45.534333,-3.49288018672723,-2.2806938448598,1.19385613719332,4,4,7
"4_4_7",6.53571,43.6966,-3.86732250815931,-2.77450205340919,1.52221683463548,4,4,7
"4_4_7",6.91961,43.86363,-3.27481880960431,-2.67370984448657,1.4775482184584,4,4,7
"7_5_7",5.82953,43.12014,1.06698166931262,-1.58790802143614,1.20967015772487,7,5,7
"7_5_7",5.738617,43.228306,0.339524287393961,-0.813070652791438,1.24628213857668,7,5,7
"7_5_7",5.76542,43.23415,0.151170019732306,-1.17231095719989,1.31524667765919,7,5,7
"7_5_7",9.49633,42.54206,1.39911199581562,-1.70401308268307,1.39826114669965,7,5,7
"7_5_7",9.48743,42.56921,1.39911199581562,-1.70401308268307,1.39826114669965,7,5,7
"4_7_6",34.141182,44.487516,-3.4195028963355,1.64256856125226,0.61419262084788,4,7,6
"4_7_6",5.1012,44.34147,-3.36840991119574,1.01222304810351,1.07378908988616,4,7,6
"4_7_6",5.869615,44.289602,-3.30453688733308,0.984087220474778,0.858084750521624,4,7,6
"4_7_6",5.869094,44.290012,-3.30453688733308,0.984087220474778,0.858084750521624,4,7,6
"4_7_6",6.07868,44.43106,-4.24778087535679,0.824013883081778,1.01062135162156,4,7,6
"7_7_6",4.11744,43.71441,0.199672887012974,1.90830567940082,0.861826197234983,7,7,6
"7_7_6",3.91819,43.6326,0.293786879553012,1.50201740240549,0.864416139057925,7,7,6
"7_7_6",3.72595,43.50192,0.382836913339762,1.44066495297949,0.774101746356027,7,7,6
"7_7_6",3.837591,43.629641,0.197894818142258,1.53113331876774,0.850803750873823,7,7,6
"7_7_6",4.01648,43.67039,0.00952470932991596,1.77612324689555,0.883375352300921,7,7,6
"6_8_6",4.1828,43.9232,-0.376585504998451,2.30996826115623,0.919316917963926,6,8,6
"6_8_6",4.75252,44.28806,-1.25525896457833,2.72618752908087,1.05067127720642,6,8,6
"6_8_6",4.42436,43.7548,-0.0674895403470868,2.28809042337435,0.825897915589119,6,8,6
"6_8_6",4.40507,43.87371,-0.363346678693166,2.20151615504137,0.903306591789511,6,8,6
"6_8_6",4.23262,43.8966,-0.443242816474872,2.04261236733956,0.917722839057116,6,8,6
"5_5_7",6.20264,43.71555,-3.00041633096926,-1.32796090819356,1.46622337055089,5,5,7
"5_5_7",6.243677,43.77703,-2.70551651365836,-0.790878089952483,1.42002913393593,5,5,7
"5_5_7",6.15899,43.61814,-1.67085840488642,-0.859040939579644,1.42110642055094,5,5,7
"5_5_7",6.16893,43.79796,-2.70551651365836,-0.790878089952483,1.42002913393593,5,5,7
"5_5_7",-2.799,42.628,-1.9517969258001,-0.959660100107627,1.24662244373521,5,5,7
"7_4_7",6.76573,43.41865,0.253721850898889,-2.46226497561944,1.63006281916127,7,4,7
"7_4_7",6.017848,43.14162,1.15164996592081,-2.47519948052059,1.28909995568544,7,4,7
"7_4_7",6.64244,43.42287,0.423166422962562,-2.01852689288071,1.53221717047849,7,4,7
"7_4_7",6.03807,43.18384,0.379500858249671,-2.37852686747092,1.31464042981983,7,4,7
"7_4_7",6.65188,43.4286,0.423166422962562,-2.01852689288071,1.53221717047849,7,4,7
"6_7_6",3.858077,43.716565,-0.150096617222247,1.66607537426209,0.874167768105806,6,7,6
"6_7_6",3.60454,43.77749,-0.922720487184415,1.47746290662794,0.808696565026628,6,7,6
"6_7_6",3.8069,43.75103,-0.719240300714211,1.5509125790795,0.842893552658418,6,7,6
"6_7_6",3.62507,43.98896,-1.54142389908023,1.3864326316976,0.800495798380696,6,7,6
"6_7_6",3.71434,43.61194,-0.168192489478209,1.44498361194744,0.831331256592439,6,7,6
"1_4_4",6.94541,47.01748,-8.54990975832411,-2.51663944023142,-0.421169067683897,1,4,4
"1_4_4",7.66765,46.74846,-8.32537133860924,-2.67697277322505,-0.90930738811989,1,4,4
"1_4_4",7.53598,46.29887,-8.6293457432642,-2.8384639417431,-0.733464661527798,1,4,4
"2_6_3",6.94583,46.97251,-6.74952615388158,-0.416157105395023,-1.44481860514974,2,6,3
"2_6_3",6.78531,47.47387,-6.25392263005293,-0.106729110727988,-1.29469970823655,2,6,3
"2_6_3",6.55605,46.70029,-6.62793405636062,-0.2200337892845,-0.991529412435095,2,6,3
"2_6_3",6.88569,46.43249,-6.40430239241604,-0.0389356820578518,-1.42507796957652,2,6,3
"4_7_3",4.73852,45.81126,-4.2808056393319,0.861025574630393,-1.13570636322451,4,7,3
"4_7_3",4.82985,45.65218,-3.72331522528629,1.46494445566912,-1.20857607235445,4,7,3
"4_7_3",5.12469,45.80465,-3.98978171148922,1.37523097292481,-1.04073877126386,4,7,3
"4_7_3",4.83283,45.74221,-3.81198083310534,1.35748756933867,-1.20268171826891,4,7,3
"4_7_3",4.73569,45.72123,-4.19877935549164,1.0030034614059,-1.1255281465254,4,7,3
"3_6_4",4.4526,44.73461,-4.70799563750237,0.116945911962221,-0.293309389431168,3,6,4
"3_6_4",4.4824,44.66668,-4.70799563750237,0.116945911962221,-0.293309389431168,3,6,4
"3_6_4",5.05288,47.33719,-4.83587482595143,-0.0183001357200009,-0.899463278003299,3,6,4
"3_6_4",5.503822,47.088028,-4.81135557166831,0.154630917691573,-0.428975548039609,3,6,4
"4_6_5",2.48413,48.90224,-3.29851638188527,-0.316795080934585,0.116105761858173,4,6,5
"4_6_5",2.44456,48.92347,-3.30075916107872,-0.350410674185374,0.122330761333604,4,6,5
